0,0
8.85,-60.0126
9.5251,-64.6151
10.2247,-69.2276
10.8244,-73.8541
11.1633,-78.506
11.2008,-83.1705
10.9947,-87.8308
10.5634,-92.4759
9.9327,-97.0981
9.0664,-101.6815
7.8502,-106.1843
6.2622,-110.5694
4.3272,-114.8135
2.1533,-118.9409
-0.1357,-123.0061
-2.47,-127.0456
-4.9405,-131.0027
-7.5312,-134.8823
-10.2788,-138.6523
-13.238,-142.2581
-16.4765,-145.6131
-20.0327,-148.6301
-23.8704,-151.2789
-27.9751,-153.4907
-32.2918,-155.2545
-36.7354,-156.6729
-41.2587,-157.8126
-45.8451,-158.6631
-50.4764,-159.2199
-55.1316,-159.522
-59.7947,-159.659
-64.4589,-159.5821
-69.1108,-159.2402
-73.7291,-158.5896
-78.2603,-157.4902
-82.6532,-155.9252
-86.877,-153.9483
-90.9152,-151.6153
-94.7488,-148.9592
-98.3748,-146.0254
-101.8245,-142.8854
-105.0519,-139.5181
-108.0724,-135.9635
-110.8885,-132.2449
-113.4454,-128.344
-115.757,-124.2923
-117.824,-120.111
-119.5542,-115.7801
-120.9181,-111.3201
-121.9105,-106.7634
-122.4939,-102.1364
-122.7365,-97.478
-122.8252,-92.8136
-122.7443,-88.1496
-122.4903,-83.4912
-122.156,-78.8378
-121.743,-74.1907
-121.2591,-69.5505
-120.7285,-64.9153
-120.1758,-60.2828
-119.579,-55.6557
-118.9375,-51.0346
-118.3057,-46.4122
-117.7277,-41.7828
-117.2655,-37.1404
-116.9502,-32.4859
-116.8319,-27.8224
-116.928,-23.1584
-117.2359,-18.5035
-117.6994,-13.8615
-118.2956,-9.2344
-118.9667,-4.6175
-119.6911,-0.0087
-120.431,4.5976
-121.1799,9.2026
-121.9566,13.8029
-122.72,18.4054
-123.428,23.0165
-123.9573,27.6512
-124.108,32.3107
-123.6944,36.9546
-122.719,41.5134
-121.1915,45.9179
-119.1422,50.1057
-116.6605,54.0531
-113.7891,57.7276
-110.6883,61.2131
-107.5343,64.6509
-104.3497,68.0603
-101.1089,71.4164
-97.8512,74.7561
-94.576,78.0787
-91.2847,81.3853
-87.9857,84.6843
-84.6788,87.9753
-81.4092,91.3032
-78.1414,94.6331
-74.8716,97.9609
-71.6753,101.3586
-68.8142,105.0377
-66.5882,109.1292
-65.2942,113.5971
-65.1287,118.2471
-65.9494,122.8305
-67.6555,127.1634
-70.0925,131.1352
-73.0843,134.7092
-76.5013,137.8814
-80.248,140.6578
-84.2403,143.0688
-88.365,145.2484
-92.5757,147.2562
-96.8699,149.0788
-101.2392,150.7136
-105.6756,152.1561
-110.1592,153.4454
-114.663,154.6628
-119.152,155.9333
-123.5756,157.4124
-127.8551,159.2641
-131.8881,161.6015
-135.5102,164.5327
-138.6499,167.9775
-141.2382,171.8531
-143.2094,176.0763
-144.5965,180.5277
-145.6042,185.0823
-146.4593,189.6686
-147.2567,194.2653
-148.0193,198.868
-148.7308,203.4788
-149.4369,208.0905
-150.1423,212.7023
-150.8568,217.3128
-151.5747,221.9226
-152.2332,226.5414
-152.8343,231.1679
-153.3803,235.8012
-153.8455,240.4433
-154.2038,245.0948
-154.4178,249.7551
-154.3453,254.4185
-153.9024,259.0616
-153.0213,263.6404
-151.5368,268.0585
-149.3871,272.1941
-146.728,276.0244
-143.6199,279.4995
-140.1398,282.604
-136.4563,285.4662
-132.5932,288.0799
-128.5381,290.3849
-124.3292,292.3959
-120.0181,294.1787
-115.6516,295.8214
-111.2373,297.3306
-106.7523,298.6135
-102.2105,299.6782
-97.6197,300.5055
-92.9917,301.0903
-88.3357,301.3724
-83.6712,301.3504
-79.0178,301.0298
-74.3977,300.3873
-69.8185,299.4981
-65.2943,298.3615
-60.8554,296.928
-56.5002,295.2563
-52.2353,293.3658
-48.0532,291.2987
-43.9423,289.0931
-39.8918,286.7783
-35.8857,284.3872
-31.8961,281.9688
-27.9019,279.5579
-23.8142,277.3105
-19.5914,275.3294
-15.2356,273.6617
-10.7676,272.3226
-6.2127,271.318
-1.6072,270.5777
3.0359,270.1312
7.6968,269.9294
12.3614,269.8401
17.0262,269.7686
96.3369,269.5587
101.002,269.504
105.6654,269.375
110.3216,269.088
114.9621,268.6081
119.5705,267.889
124.0939,266.7539
128.4987,265.2213
132.7914,263.3957
137.0125,261.4092
141.1851,259.3233
145.2361,257.0109
149.1408,254.4588
152.9434,251.7559
156.6711,248.9513
160.2571,245.9678
163.6875,242.8067
166.9615,239.4837
170.129,236.0585
173.1371,232.4933
175.9362,228.7621
178.4984,224.864
180.8741,220.8492
183.1121,216.7558
185.2048,212.5865
187.1244,208.3347
188.854,204.0024
190.3127,199.5718
191.4564,195.0501
192.2242,190.4495
192.9,185.8227
193.5,181.199
194.03,176.5746
194.405,171.9308
194.65,167.2712
194.85,162.6074
195.05,157.9425
195.2,153.2773
204.1252,-107.7962
204.3272,-112.4573
204.4966,-117.1197
204.669,-121.7819
204.818,-126.4448
204.8004,-131.1098
204.4705,-135.7616
203.6377,-140.3488
202.1617,-144.7686
200.0112,-148.9037
197.2703,-152.6722
193.9285,-155.9184
190.099,-158.5767
185.959,-160.7206
181.6275,-162.4512
177.1717,-163.4
170,-164
165,-164.418
155,-165.255
130,-167.347
115,-168.602
105,-169.439
93.5169,-170.4
88.8629,-170.5101
84.2037,-170.3394
79.6027,-169.5891
75.1379,-168.2474
70.8696,-166.3715
66.8209,-164.0571
62.9966,-161.3871
59.3646,-158.4608
55.9442,-155.2892
52.7165,-151.9214
49.703,-148.3612
46.9996,-144.5614
44.6514,-140.5318
42.6479,-136.3204
41.0172,-131.9512
39.7988,-127.4498
38.9868,-122.8573
38.5415,-118.2146
38.4232,-113.5518
38.6583,-108.8937
39.2751,-104.2705
40.2767,-99.7158
41.6825,-95.2691
43.4906,-90.9703
45.6266,-86.8232
47.8857,-82.7414
50.3325,-78.7707
53.2272,-75.1184
56.6779,-71.9874
60.5086,-69.3274
64.4763,-66.8734
68.501,-64.5139
72.5439,-62.1856
76.5772,-59.8407
80.5976,-57.4736
84.6315,-55.1298
88.6843,-52.819
92.7485,-50.5279
96.8032,-48.2203
100.8488,-45.8967
104.8749,-43.5397
108.8511,-41.0996
112.6661,-38.4182
116.0428,-35.2096
118.7677,-31.4321
120.706,-27.1996
121.7561,-22.6622
121.9223,-18.0092
121.1527,-13.416
119.7662,-8.9626
118.2651,-4.5454
116.85,-0.0998
115.5033,4.367
114.3089,8.8761
113.4978,13.467
113.3099,18.1239
113.8738,22.7488
115.1052,27.2443
116.8045,31.5882
118.631,35.8812
141.6169,81.201
143.7408,85.3549
145.8479,89.5174
147.9335,93.6906
150.0192,97.8638
152.0869,102.046
154.1348,106.238
156.1155,110.4619
157.9649,114.7447
159.6353,119.1005
161.0865,123.5335
162.2445,128.0518
163.0622,132.6436
163.4756,137.2888
163.5144,141.9528
163.1972,146.6059
162.463,151.2108
161.263,155.7168
159.6483,160.0918
157.6398,164.3003
155.2658,168.315
152.589,172.1348
149.6623,175.7669
146.5255,179.2194
143.2144,182.5052
139.7154,185.5899
135.9974,188.4049
132.024,190.8453
127.8112,192.8436
123.4188,194.4092
118.8932,195.5321
114.2718,196.148
109.61,196.1829
104.9604,195.8082
100.3264,195.2677
95.7048,194.6306
91.0998,193.85
86.5182,193.0032
81.9792,191.9272
77.4945,190.6437
73.092,189.1022
68.8006,187.2746
64.6393,185.1674
60.6052,182.8254
56.7171,180.2482
52.9868,177.4477
49.4351,174.4236
46.0004,171.2662
42.6051,168.0665
39.2349,164.8405
35.9966,161.4833
13.2987,138.0831
10.2817,134.5247
7.3894,130.8644
4.6234,127.1078
2.0424,123.2219
-0.3974,119.2455
-2.7124,115.1952
-4.8621,111.0551
-6.8041,106.8139
-8.5075,102.4711
-9.9409,98.032
-11.0961,93.513
-11.8871,88.9172
-12.1395,84.2621
-11.7983,79.6122
-11.1,75.0077
-10.4,70.4223
-9.7,65.8345
0,0
